Id;Crea_Maj;Date
9930;2;2020-03-24
9942;2;2019-10-31
9984;2;2019-07-11
10046;2;2019-11-04
10114;2;2020-03-23
10128;2;2019-10-01
10184;2;2019-04-23
10413;2;2004-11-24
10452;2;2007-02-05
10467;2;2012-01-11
10500;2;2019-09-11
10711;2;2011-03-30
10849;2;1999-12-16
10851;2;2003-02-04
10859;2;2007-09-18
10864;2;2011-05-09
10936;2;2015-03-31
10989;2;2007-12-21
11046;2;2012-05-25
11839;2;2019-02-21
11912;2;2010-02-18
12028;2;2011-02-22
12035;2;2011-02-15
12041;2;2020-12-18
12051;2;2011-01-26
12081;2;2020-10-20
12082;2;2020-06-08
12131;2;2018-02-28
12223;2;2017-04-28
12437;2;2006-09-12
12450;2;2007-01-17
12500;2;2006-09-27
12527;2;2005-08-23
12545;2;2013-04-03
12550;2;2006-09-05
12697;2;2007-07-09
12715;2;2009-04-24
12716;2;2009-04-27
12911;2;2012-07-27
13021;2;2020-08-27
13117;2;2020-08-26
13161;2;2020-05-11
13164;2;2015-04-09
13169;2;2020-06-18
13182;2;2003-07-30
13230;2;2019-12-03
13236;2;2015-11-19
13241;2;2015-11-09
13247;2;2015-11-17
13259;2;2009-02-21
13275;2;2009-02-23
13486;2;2019-12-02
13673;2;2014-09-04
13678;2;2008-11-28
13700;2;2007-09-14
13715;2;2019-04-10
13725;2;2012-08-17
13727;2;2012-08-21
13935;2;2019-11-20
14732;2;2016-01-21
15787;2;2012-10-04
15825;2;2016-08-24
15839;2;2016-09-01
15943;2;2019-12-23
15961;2;2020-03-27
15974;2;2018-01-25
15997;2;2016-11-08
16065;2;2017-11-10
16114;2;2014-08-26
16225;2;2017-06-14
16242;2;2020-04-17
16244;2;2019-09-06
16247;2;2013-01-16
17347;2;2012-02-01
17535;2;2012-06-12
17596;2;2012-04-26
17605;2;2020-04-15
17743;2;2020-11-06
17877;2;2017-02-27
17881;2;2012-02-14
18131;2;2019-02-05
18142;2;2020-06-29
18220;2;2017-02-23
18285;2;2018-02-02
18286;2;2013-08-05
18293;2;2018-02-12
18294;2;2013-08-20
18304;2;2020-01-30
18332;2;2018-02-13
18336;2;2021-01-20
18338;2;2020-02-13
18357;2;2015-11-23
18609;2;2019-09-24
18659;2;2002-04-30
18666;2;2003-01-22
18680;2;2012-04-30
18681;2;2012-02-03
18718;2;2002-09-25
19240;2;2020-11-16
19242;2;2009-08-31
19243;2;2019-10-07
19245;2;2019-03-28
19246;2;2019-04-02
19344;2;2019-12-06
19490;2;2019-10-08
19622;2;2018-03-30
19647;2;2020-04-20
19669;2;2019-09-30
19684;2;2019-04-09
19687;2;2019-03-29
19718;2;2019-04-03
19734;2;2020-04-07
19743;2;2018-06-29
19770;2;2018-06-18
19805;2;2019-02-12
19853;2;2001-12-21
19855;2;2001-11-07
19857;2;2001-10-26
19874;2;2001-10-30
19877;2;2006-10-11
19888;2;2007-09-24
19890;2;2010-05-10
19895;2;2012-01-17
19905;2;2020-01-10
20060;2;2002-01-08
20104;2;2012-09-13
20247;2;2001-12-14
20281;2;2015-02-26
20282;2;2014-05-05
20312;2;2007-06-25
20474;2;2020-01-22
20489;2;2020-01-02
20503;2;2001-11-09
20507;2;2020-01-03
20567;2;2013-01-30
20710;2;2019-09-04
20791;2;2020-06-16
20836;2;2001-02-07
20901;2;2012-01-20
20957;2;2013-01-29
21020;2;2012-09-12
21043;2;2016-01-05
